       MD              Trace            Trace            Trace            Trace            Trace            Trace            Trace            Trace            Trace            Trace            Trace            Trace            Trace            Trace            Trace            Trace      
       ft       
  11832.50000000 UNDEF UNDEF UNDEF UNDEF UNDEF UNDEF UNDEF UNDEF UNDEF UNDEF UNDEF UNDEF UNDEF UNDEF UNDEF UNDEF 
  11890.00000000       0.03494401       0.03535886       0.03579469       0.03648220       0.03722853       0.03791797       0.03856305       0.03886735       0.03919033       0.03950920       0.03976979       0.03990148       0.04003299       0.04016880       0.04024949       0.04029280 
  11890.50000000       0.03504515       0.03546340       0.03589780       0.03660010       0.03737700       0.03810402       0.03878960       0.03911590       0.03945973       0.03980009       0.04007841       0.04021772       0.04035693       0.04050041       0.04058525       0.04063072 
  11891.00000000       0.03514630       0.03556793       0.03600090       0.03671800       0.03752546       0.03829007       0.03901616       0.03936446       0.03972914       0.04009099       0.04038703       0.04053395       0.04068088       0.04083202       0.04092100       0.04096864 
  11891.50000000       0.03524744       0.03567246       0.03610400       0.03683590       0.03767392       0.03847612       0.03924272       0.03961301       0.03999855       0.04038188       0.04069566       0.04085019       0.04100482       0.04116362       0.04125675       0.04130656 
  11892.00000000       0.03534858       0.03577698       0.03620709       0.03695379       0.03782238       0.03866217       0.03946927       0.03986157       0.04026796       0.04067278       0.04100429       0.04116643       0.04132876       0.04149523       0.04159251       0.04164448 
  11892.50000000       0.03544972       0.03588150       0.03631018       0.03707168       0.03797083       0.03884822       0.03969583       0.04011012       0.04053737       0.04096368       0.04131291       0.04148267       0.04165271       0.04182684       0.04192826       0.04198241 
  11893.00000000       0.03555086       0.03598601       0.03641327       0.03718957       0.03811929       0.03903427       0.03992239       0.04035868       0.04080678       0.04125457       0.04162154       0.04179890       0.04197665       0.04215844       0.04226401       0.04232033 
  11893.50000000       0.03565876       0.03609751       0.03652325       0.03731534       0.03827769       0.03923277       0.04016411       0.04062387       0.04109422       0.04156494       0.04195082       0.04213631       0.04232227       0.04251224       0.04262224       0.04268087 
  11894.00000000       0.03576732       0.03620970       0.03663390       0.03744189       0.03843705       0.03943250       0.04040731       0.04089069       0.04138343       0.04187721       0.04228212       0.04247579       0.04267002       0.04286822       0.04298267       0.04304362 
  11894.50000000       0.03587589       0.03632187       0.03674455       0.03756843       0.03859642       0.03963222       0.04065052       0.04115751       0.04167264       0.04218949       0.04261343       0.04281526       0.04301777       0.04322419       0.04334310       0.04340637 
